wallet,name,score,pass,fail_reasons,trades_n,episodes_n,closed_n,open_n,history_days,days_since_last,roi_copy,roi_trimmed,t_stat,winrate,roi_hold,roi_wallet,roi_half1,roi_half2,roi_last30,max_dd_stakes,conc_p95,conc_max,median_hold_h,both_sides_share,snipe_share,live_share,median_volume,share_entry_ge90,share_entry_lt10,profit_share_ge90,profit_share_lt10,profit_share_top1,short_crypto_share,edge_all,exit_value_add,size_signal,trades_truncated,top_category,top_segments,approved_segments
0x502832c3648f40e763868f057d90b824829da526,Chilitrading,0.0003,False,t<2.0;concurrency_p95>8;low_liquidity;drawdown,3362,1843,1837,6,139.3,0.0,0.022,0.0006,1.55,0.818,0.0183,0.0165,0.0305,0.0136,-0.1529,25.26,17.0,26,8.92,0.007,0.0,0.989,10110,0.401,0.008,0.176,0.001,0.028,0.0,0.0157,0.0065,0.0075,False,Sports,"Sports / Other sport / price=0.30-0.50 (n=84, roi=+0.14) | Sports / price=0.30-0.50 (n=85, roi=+0.14) | Sports / Other sport / Hong Kong Daily Weather (n=32, roi=+0.21)",
0xf45992cc7edf5387604cd0c04dfaf715baf17a53,kappapenis,0.0003,False,roi_copy<=0;t<2.0;drawdown;unstable_halves,1137,587,583,4,687.7,0.0,-0.0013,-0.0677,-0.03,0.513,0.0135,-0.0133,0.0094,-0.0119,-0.1443,18.92,7.0,11,3.29,0.06,0.0,0.856,227953,0.005,0.003,0.0,0.0,0.038,0.0,0.0004,-0.0349,-0.17,False,Esports,"Esports / price=0.10-0.30 (n=24, roi=+0.26) | Esports / Esports / price=0.10-0.30 (n=24, roi=+0.26) | Esports / Esports / Dota 2 (n=135, roi=+0.08)",
0x2127cf49b244b867356cb011d55a5668563237f2,thanhtam86,0.0003,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,1316,730,726,4,302.8,0.1,-0.001,-0.0853,-0.02,0.652,0.0039,0.001,0.0614,-0.0635,0.1617,34.26,12.0,21,5.78,0.014,0.0,0.301,142852,0.161,0.021,0.158,0.013,0.027,0.0,-0.0278,-0.0212,-0.0905,False,Sports,"Politics / Tweet Markets / price=0.00-0.10 (n=12, roi=+1.02) | Politics / price=0.00-0.10 (n=13, roi=+0.95) | Politics / Tweet Markets (n=171, roi=+0.24)",
0x75b0f7404cc1c7eafed9fedd169e51805d5b63c6,drdoom21,0.0002,False,roi_copy<=0;t<2.0;concurrency_p95>8;entries>=0.90;drawdown;unstable_halves,1493,516,507,9,135.4,0.2,-0.0018,-0.0158,-0.07,0.789,0.0051,-0.0291,-0.0262,0.0225,0.0641,15.42,25.0,28,1.52,0.062,0.053,0.862,332202,0.598,0.028,0.45,0.007,0.058,0.085,-0.0072,-0.0096,0.0672,False,Sports,"Sports / Soccer / La Liga 2025 (n=39, roi=+0.12) | Sports / Soccer / price=0.10-0.30 (n=16, roi=+0.15) | Sports / Soccer / Serie A 2025 (n=24, roi=+0.09)","Sports / Baseball (n=49, roi=+0.04) | Sports / Baseball / MLB (n=49, roi=+0.04) | Sports / Baseball / type=moneyline (n=49, roi=+0.04) | Sports / Baseball / live (n=49, roi=+0.04)"
0x4a07e3a1e896a07518bfe37f7f994c6b4ffc095d,dajiahaozaiji,0.0002,False,t<2.0;concurrency_p95>8;top1_concentration,316,108,80,27,314.6,0.1,0.0921,0.0008,0.84,0.463,0.0915,0.0919,0.0428,0.1413,0.207,6.0,40.0,42,25.2,0.009,0.0,0.0,1792281,0.275,0.0,0.0,0.0,0.289,0.0,0.0021,0.0269,0.0267,False,Sports,"Politics (n=10, roi=+0.24) | Politics / Iran (n=3, roi=+0.31) | Politics / Iran / ? (n=3, roi=+0.31)",
0xa84f0e04af0c6849f285c0b6ce5fdc99c13d86ed,,0.0002,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,1316,497,488,9,175.4,0.1,-0.0049,-0.0054,-0.21,0.674,0.0109,-0.008,-0.0138,0.0041,-0.109,15.9,24.0,32,7.21,0.019,0.0,0.496,207771,0.242,0.0,0.029,0.0,0.03,0.0,0.0179,-0.0447,-0.0361,False,Sports,"Sports / Other sport / pre (n=28, roi=+0.16) | Sports / Other sport (n=53, roi=+0.09) | Sports / Other sport / price=0.50-0.70 (n=24, roi=+0.13)","Crypto (n=53, roi=+0.05)"
0x1d1c1d0521c2366ec44c6bd9e2ed26aacd78f271,,0.0002,False,roi_copy<=0;t<2.0;unstable_halves,144,79,76,3,248.7,0.4,-0.0053,-0.0138,-0.09,0.763,0.0009,-0.0152,-0.1188,0.1082,0.0951,5.66,7.0,8,3.38,0.026,0.039,0.86,107728,0.263,0.013,0.194,0.0,0.125,0.145,0.0117,-0.024,0.0185,False,Esports,"Sports / Tennis (n=5, roi=+0.16) | Sports / Tennis / League of Legends (n=5, roi=+0.16) | Sports / Tennis / type=moneyline (n=5, roi=+0.16)",
0xf988e28c12d3fde9973159f0596612fc249a32a7,benjaminglin,0.0002,False,t<2.0;concurrency_p95>8;entries>=0.90;drawdown;unstable_halves,6553,3159,3155,4,202.3,0.0,0.0006,0.0152,0.08,0.874,-0.001,-0.0035,0.0028,-0.0016,-0.1666,20.58,10.0,20,2.18,0.013,0.0,0.904,215463,0.624,0.0,0.171,0.0,0.013,0.0,-0.0001,0.0025,-0.0101,False,Sports,"Sports / price=0.30-0.50 (n=23, roi=+0.15) | Sports / Tennis / Wimbledon (n=53, roi=+0.07) | Esports / Esports / Counter Strike (n=136, roi=+0.04)","Sports / Basketball / type=first_half_spreads (n=68, roi=+0.03) | Sports / Basketball / type=first_half_moneyline (n=34, roi=+0.02)"
0x909503aed1e740374ea2aefe2f98d9dce99896f7,strengthinnumbers,0.0002,False,t<2.0;top1_concentration,442,93,91,2,129.7,0.0,0.0555,0.0012,0.61,0.538,0.0642,0.0593,0.092,0.0199,-0.01,3.69,5.0,6,5.95,0.047,0.0,1.0,102896,0.033,0.044,0.001,0.0,0.325,0.286,0.0643,-0.0069,0.0003,False,Crypto,"Crypto / price=0.30-0.50 (n=36, roi=+0.15) | Crypto / Crypto Prices / price=0.30-0.50 (n=18, roi=+0.17) | Crypto (n=85, roi=+0.07)",
0x14d70a08aaba3cb696a6e1431e50bbedc7f7db87,Chayzon,0.0002,False,t<2.0;concurrency_p95>8;unstable_halves,140,101,91,9,370.4,0.4,0.0666,0.0013,0.73,0.67,0.0439,0.0495,-0.0603,0.1908,0.2823,8.29,27.0,32,418.22,0.01,0.0,0.667,179521,0.132,0.0,0.021,0.0,0.073,0.0,0.0233,0.1877,0.2548,False,Politics,"Culture (n=27, roi=+0.12) | Culture / SpaceX (n=14, roi=+0.16) | Culture / SpaceX / SpaceX Starship Flight Test (n=14, roi=+0.16)",
0x591d13b5d39d33c4a8cac4a3a7a7a75b60a0f4df,0x591d13B5d39d33c4A8cAc4a3a7a7a75B60A0f4Df-1778770894396,0.0002,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,1005,862,811,51,130.4,0.4,-0.0002,-0.107,-0.01,0.435,-0.0076,-0.001,0.024,-0.0244,-0.1361,29.41,52.0,59,11.38,0.003,0.0,0.236,170117,0.0,0.002,0.0,0.0,0.012,0.0,-0.0186,0.0812,-0.1663,False,Esports,"Esports / price=0.10-0.30 (n=53, roi=+0.48) | Esports / Esports / price=0.10-0.30 (n=50, roi=+0.48) | Esports / Esports / type=moneyline (n=352, roi=+0.10)","Esports / price=0.10-0.30 (n=53, roi=+0.48)"
0xc67b67ca73558f5aebe891f4c676585527d3d35e,xBorja,0.0001,False,t<2.0;concurrency_p95>8,144,130,94,36,98.5,0.1,0.0153,0.002,0.19,0.649,0.0032,0.0155,0.0183,0.0123,0.0118,5.85,36.0,39,6.48,0.016,0.0,0.304,50215,0.043,0.0,0.018,0.0,0.103,0.011,-0.0027,0.2275,-0.1511,False,Esports,"Esports / price=0.50-0.70 (n=19, roi=+0.09) | Esports / Esports / price=0.50-0.70 (n=19, roi=+0.09) | Sports / Motorsport (n=4, roi=+0.12)",
0xf7ecc389dd5196541b1f681f541ec7ac28dac264,0xF7eCc389dd5196541b1f681f541ec7aC28DaC264-1747829154913,-0.0,False,t<2.0;concurrency_p95>8;both_sides;drawdown,10500,3903,3881,22,204.6,0.0,0.0001,-0.0057,0.02,0.72,-0.0056,-0.0245,0.0001,0.0002,-0.0429,34.41,22.0,27,1.85,0.155,0.0,0.921,493389,0.273,0.002,0.072,0.0,0.007,0.0,-0.0058,0.0081,0.0559,True,Esports,"Esports / Esports / price=0.30-0.50 (n=160, roi=+0.07) | Esports / price=0.00-0.10 (n=6, roi=+0.32) | Esports / Esports / price=0.00-0.10 (n=6, roi=+0.32)",
0x3dc2ed762e597f736382b5cf665639531dd17661,Lisimens,-0.0,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves;history<90d,2356,1267,1256,11,80.9,0.3,-0.0006,0.0025,-0.04,0.773,0.0089,-0.0004,-0.0138,0.0127,0.0402,14.8,40.0,44,26.94,0.01,0.0,0.484,9859,0.357,0.004,0.124,0.0,0.012,0.0,0.0078,-0.0122,-0.0512,False,Sports,"Sports / Other sport / Singapore Daily Weather (n=19, roi=+0.21) | Sports / Other sport / Shenzhen Daily Weather (n=40, roi=+0.13) | Sports / price=0.50-0.70 (n=221, roi=+0.05)",
0x8d64a1e93a617036adfce7b3896daa47386e9190,yujinxiang5,-0.0,False,t<2.0;concurrency_p95>8;hold<1h;both_sides;short_crypto;drawdown;unstable_halves,937,442,433,9,401.2,0.1,0.012,-0.0008,0.37,0.607,0.039,0.0163,-0.0028,0.0268,0.1009,10.72,13.0,15,0.12,0.125,0.018,0.654,116504,0.06,0.018,0.013,0.001,0.022,0.522,0.0212,-0.0441,0.0117,False,Crypto,"Esports / price=0.30-0.50 (n=27, roi=+0.18) | Esports / Esports / price=0.30-0.50 (n=27, roi=+0.18) | Esports / price=0.50-0.70 (n=77, roi=+0.10)",
0xb1711b2daeffeb765dc1feb9758fad4c65e27d2b,0xB1711b2daefFEB765dc1FeB9758FaD4C65e27d2b-1767183550924,-0.0,False,t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,2039,1558,1538,19,265.7,0.2,0.0001,-0.0269,0.01,0.589,-0.0011,-0.0011,-0.0093,0.0095,0.1009,37.32,33.0,44,9.42,0.014,0.0,0.098,4474,0.001,0.0,0.0,0.0,0.011,0.0,0.004,0.0249,0.0762,False,Sports,"Sports / Other sport / price=0.70-0.90 (n=94, roi=+0.12) | Sports / price=0.70-0.90 (n=325, roi=+0.06) | Sports / Other sport / pre (n=340, roi=+0.05)","Sports / Other sport / price=0.70-0.90 (n=94, roi=+0.12)"
0xdd9d902e3cdaf7ee29eff1dd2902dcb40741b730,0xDd9D902e3Cdaf7eE29Eff1Dd2902DcB40741b730-1772597907584,-0.0,False,t<2.0;drawdown;unstable_halves,174,113,112,1,202.7,0.4,0.0614,-0.0002,0.61,0.527,0.0704,0.0624,0.2064,-0.0837,-0.2804,10.55,6.0,7,5.25,0.027,0.0,0.387,180080,0.009,0.0,0.0,0.0,0.135,0.0,0.0244,-0.0462,-0.4164,False,Sports,"Sports / Tennis / price=0.30-0.50 (n=11, roi=+0.28) | Sports / price=0.30-0.50 (n=33, roi=+0.16) | Sports / Tennis (n=28, roi=+0.14)",
0x6e90f6bbc600449484ade1ddb1050b238a34db89,sveta.pellervo,-0.0,False,closed<50;roi_copy<=0;t<2.0;hold<1h;unstable_halves;history<90d,1165,1,1,0,68.7,0.2,-0.02,-0.02,0.0,0.0,-1.0,-0.02,0.0,-0.02,-0.02,0.02,1.0,1,0.01,0.0,0.0,0.0,21958456,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.98,,False,Sports,"Sports (n=1, roi=-0.02) | Sports / Soccer (n=1, roi=-0.02) | Sports / Soccer / FIFA World Cup (n=1, roi=-0.02)",
0x39505c3984ad917b1da57164b2bba60f42110d49,0x39505c3984Ad917b1da57164B2Bba60f42110d49-1785773034281,0,False,closed<50,1159,0,0,0,50.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
0x09aecf614f6e6284c2386a73fc538d97b8a52ff5,flipper-cro,-0.0,False,closed<50;roi_copy<=0;t<2.0;unstable_halves;history<90d,905,1,1,0,66.4,0.3,-0.028,-0.028,0.0,0.0,-1.0,-0.028,0.0,-0.028,-0.028,0.03,1.0,1,31.05,0.0,0.0,0.0,43352823,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,0.972,,False,Sports,"Sports (n=1, roi=-0.03) | Sports / Soccer (n=1, roi=-0.03) | Sports / Soccer / FIFA World Cup (n=1, roi=-0.03)",
0xabde3170797723cbfd2146f638ee08c6f1203720,tenghaha,0.0,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;hold<1h;drawdown;unstable_halves;history<90d,911,656,651,5,20.7,0.3,-0.0137,-0.0002,-0.68,0.71,0.0084,-0.0161,-0.0109,-0.0165,-0.1133,14.51,17.0,23,0.81,0.012,0.012,0.656,3241,0.257,0.0,0.082,0.0,0.015,0.476,0.0131,-0.1239,0.022,False,Crypto,"Crypto / price=0.70-0.90 (n=167, roi=+0.03) | Crypto / Up/Down short / price=0.70-0.90 (n=166, roi=+0.03) | Crypto (n=312, roi=+0.02)",
0xefb4a27fd6fb77951c707fcabfeee75b8f019653,MykhailoBTC,0.0,False,t<2.0;concurrency_p95>8;drawdown,1051,855,841,14,690.6,0.2,0.0213,0.0001,0.83,0.673,0.0135,0.0119,0.0333,0.0094,0.0037,17.36,13.0,16,8.84,0.019,0.046,0.137,84464,0.096,0.004,0.05,0.0,0.036,0.293,0.0078,0.097,-0.0157,False,Sports,"Crypto / Up/Down short / price=0.50-0.70 (n=113, roi=+0.13) | Crypto / price=0.50-0.70 (n=114, roi=+0.13) | Sports / price=0.30-0.50 (n=56, roi=+0.13)","Sports / American Football / type=moneyline (n=43, roi=+0.12)"
0x61e1ef3a50bcf49f47460884cf905e279360c227,Summoning.,-0.0,False,t<2.0;concurrency_p95>8;drawdown;unstable_halves,2177,1038,1020,15,138.8,0.1,0.0012,-0.0019,0.08,0.825,-0.0011,0.0003,-0.0015,0.004,-0.1136,15.86,20.0,26,7.08,0.027,0.0,0.191,142389,0.425,0.002,0.158,0.0,0.025,0.0,0.0068,0.0107,0.0152,False,Sports,"Esports / price=0.50-0.70 (n=57, roi=+0.18) | Esports / Esports / price=0.50-0.70 (n=57, roi=+0.18) | Esports / price=0.70-0.90 (n=255, roi=+0.04)","Esports / price=0.50-0.70 (n=57, roi=+0.18) | Esports / Esports / price=0.50-0.70 (n=57, roi=+0.18)"
0x862b432cd405323c960c268788fdf808b5f7a6a6,zhaoyuyou,-0.0001,False,t<2.0;concurrency_p95>8;unstable_halves,262,95,78,17,316.7,0.0,0.0086,-0.0053,0.11,0.474,0.0599,0.0093,-0.0461,0.0633,0.0462,7.79,27.0,28,23.65,0.0,0.0,0.022,1650529,0.256,0.038,0.01,0.024,0.086,0.013,0.0323,-0.1499,0.2276,False,Sports,"Sports / Basketball / price=0.50-0.70 (n=8, roi=+0.16) | Sports / Soccer (n=18, roi=+0.05) | Sports / Soccer / pre (n=13, roi=+0.05)",
0x30a2b6d2aed5f54438d2c93dfe51450ccd6adeac,Delaylomoar,-0.0001,False,t<2.0;concurrency_p95>8;drawdown;unstable_halves,2682,1424,1405,19,601.3,0.1,0.0028,-0.0026,0.19,0.77,0.0032,-0.0114,0.0152,-0.0096,0.0535,22.92,20.0,23,2.44,0.029,0.001,0.894,392448,0.299,0.004,0.12,0.0,0.008,0.019,0.0041,-0.0048,0.0685,False,Sports,"Sports / price=0.50-0.70 (n=129, roi=+0.14) | Sports / Tennis / live (n=271, roi=+0.06) | Sports / Tennis / price=0.50-0.70 (n=52, roi=+0.11)","Sports / price=0.50-0.70 (n=129, roi=+0.14)"
0x0ccd041bdbbba2b40e3c5e966b307ace489d4b93,NoName95,-0.0001,False,roi_copy<=0;t<2.0;concurrency_p95>8;unstable_halves,220,94,84,9,245.9,0.2,-0.001,0.021,-0.02,0.786,-0.0257,0.0031,-0.0407,0.0387,0.0234,3.02,13.0,15,251.71,0.022,0.0,0.0,749472,0.381,0.012,0.097,0.0,0.111,0.0,0.0168,0.0288,0.0553,False,Politics,"Politics / price=0.70-0.90 (n=15, roi=+0.06) | Politics / price=0.50-0.70 (n=7, roi=+0.08) | Politics / Ukraine Map (n=7, roi=+0.05)",
0x94c11d407533e9470938406aee9eed12f170057f,dimkintown,-0.0001,False,t<2.0;concurrency_p95>8;unstable_halves,128,86,75,11,195.8,0.2,0.0195,-0.0016,0.27,0.773,0.0703,0.0186,0.0888,-0.0479,-0.0281,5.34,36.0,39,449.77,0.012,0.0,0.0,3743260,0.213,0.013,0.024,0.0,0.115,0.013,0.0219,-0.1269,0.0003,False,Politics,"Sports (n=10, roi=+0.12) | Politics / price=0.70-0.90 (n=11, roi=+0.08) | Politics / price=0.50-0.70 (n=10, roi=+0.07)",
0xf9a13e0ed23ba2599fa62e1225af2809dc89d1ee,hampers,-0.0002,False,t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,1100,874,854,20,225.7,0.1,0.0007,-0.0721,0.02,0.541,-0.0001,-0.0037,-0.0521,0.0534,0.0228,32.4,29.0,39,2.94,0.023,0.0,0.978,15422,0.033,0.005,0.004,0.0,0.042,0.0,0.0169,0.0087,-0.0495,False,Sports,"Esports / Esports / Valorant (n=34, roi=+0.36) | Sports / Soccer / live (n=114, roi=+0.12) | Sports / Soccer (n=121, roi=+0.11)","Esports / Esports / Valorant (n=34, roi=+0.36) | Sports / Soccer / price=0.50-0.70 (n=42, roi=+0.18) | Sports / price=0.70-0.90 (n=100, roi=+0.09)"
0x75e28b207a7a286082e939838d6473921f3c2ed0,WxWxW,-0.0002,False,t<2.0;concurrency_p95>8;drawdown;unstable_halves,5043,2839,2741,98,715.6,0.0,0.0006,-0.0381,0.03,0.633,-0.0121,0.0036,-0.0354,0.0366,0.0285,78.06,83.0,98,5.13,0.001,0.0,0.351,232614,0.091,0.001,0.007,0.009,0.012,0.0,-0.0081,-0.0232,-0.0031,False,Sports,"Other (n=36, roi=+1.29) | Other / ? (n=36, roi=+1.29) | Other / ? / ? (n=36, roi=+1.29)","Other (n=36, roi=+1.29) | Other / ? (n=36, roi=+1.29) | Other / ? / ? (n=36, roi=+1.29) | Other / ? / type=binary (n=36, roi=+1.29)"
0xfae53e84eacfbac45b9d96c20ef0bd1e43f3f940,Challenger-Y,-0.0002,False,t<2.0;concurrency_p95>8;drawdown;unstable_halves,785,733,469,264,690.6,0.3,0.0008,-0.1315,0.01,0.505,-0.0042,0.0003,-0.0246,0.0261,-0.0104,24.52,247.0,273,8.53,0.001,0.0,0.258,513383,0.006,0.041,0.004,0.027,0.039,0.0,-0.0005,0.4701,-0.1066,False,Sports,"Sports / Basketball / NBA 2026 (n=43, roi=+0.29) | Sports / Basketball / price=0.10-0.30 (n=30, roi=+0.23) | Sports / Basketball / type=moneyline (n=100, roi=+0.09)",
0x7b0f636b66297f0049ddca80de40896f2843ab39,Mr.Gifts,-0.0002,False,roi_copy<=0;t<2.0;concurrency_p95>8;hold<1h;sniping;short_crypto;drawdown;unstable_halves,3010,1614,1609,5,218.0,0.4,-0.0061,0.0024,-0.55,0.817,-0.0152,-0.008,0.0084,-0.0205,-0.1485,23.29,9.0,15,0.03,0.074,0.166,0.971,98952,0.436,0.007,0.126,0.004,0.094,0.735,-0.0035,0.0117,0.0048,False,Crypto,"Sports / Basketball / type=spreads (n=11, roi=+0.13) | Sports / Basketball / price=0.50-0.70 (n=18, roi=+0.09) | Sports / Tennis / WTA (n=72, roi=+0.04)",
0x61f29212086993e6ae0f760cb41099af0159b592,jl223,-0.0003,False,t<2.0;concurrency_p95>8;both_sides;drawdown;unstable_halves,2029,1132,1114,16,103.8,0.1,0.0005,-0.1777,0.01,0.493,-0.0087,0.0356,0.1149,-0.114,0.2706,79.78,44.0,63,19.93,0.144,0.0,0.199,94032,0.017,0.069,0.005,0.035,0.03,0.007,0.0027,0.0168,0.0164,False,Sports,"Sports / Soccer / price=0.10-0.30 (n=127, roi=+0.16) | Esports / price=0.30-0.50 (n=57, roi=+0.19) | Sports / Soccer / type=moneyline (n=114, roi=+0.13)",
0xcb672d170975bd43e9438131088b840d7cba20dd,0xcB672d170975Bd43e9438131088b840d7Cba20DD-1781697165149,-0.0003,False,t<2.0;concurrency_p95>8;hold<1h;sniping;entries>=0.90;short_crypto;drawdown;unstable_halves,3327,3088,3075,13,97.8,0.0,0.0005,-0.0487,0.04,0.769,0.0021,0.0003,-0.0021,0.0031,0.4873,65.21,25.0,46,0.14,0.003,0.498,0.596,34774,0.598,0.0,0.087,0.0,0.033,0.517,0.0005,-0.0401,-0.0085,False,Crypto,"Sports / Tennis / WTA (n=97, roi=+0.15) | Sports / Tennis / price=0.30-0.50 (n=211, roi=+0.10) | Sports / Soccer / UEFA Europa League 2025 (n=9, roi=+0.45)",
0xaa7789219c17e180dcb5933099c90d885f1d15a5,alaskabaked,-0.0004,False,t<2.0;concurrency_p95>8;drawdown,2148,1302,857,445,114.0,0.2,0.0204,-0.0017,0.69,0.552,-0.0054,0.0154,0.0386,0.0023,0.3527,27.17,414.0,448,2.09,0.003,0.0,0.735,555199,0.0,0.0,0.0,0.0,0.01,0.0,-0.005,0.0037,-0.0844,False,Sports,"Other (n=34, roi=+0.39) | Other / ? (n=34, roi=+0.39) | Other / ? / ? (n=34, roi=+0.39)","Other (n=34, roi=+0.39) | Other / ? (n=34, roi=+0.39) | Other / ? / ? (n=34, roi=+0.39) | Other / ? / type=binary (n=34, roi=+0.39)"
0x437474756adfc109450b3e7e79a23181c913148d,wwww222,-0.0004,False,t<2.0;concurrency_p95>8;drawdown;unstable_halves,1115,718,700,17,332.1,0.1,0.0021,-0.0414,0.06,0.566,0.0373,0.0008,0.0225,-0.0184,-0.0891,24.95,23.0,27,20.56,0.007,0.0,0.126,1480795,0.089,0.013,0.03,0.032,0.032,0.006,0.0089,-0.0932,0.1228,False,Sports,"Sports / Basketball (n=469, roi=+0.06) | Sports / Basketball / type=moneyline (n=369, roi=+0.06) | Sports / Basketball / pre (n=441, roi=+0.05)",
0x65054e5fdb27b78facaffb9121d8806ee5561fee,STEEVEN7777,-0.0004,False,t<2.0;concurrency_p95>8;drawdown;unstable_halves,1256,621,604,17,115.5,0.0,0.0011,-0.1147,0.02,0.522,0.0111,-0.0119,-0.0099,0.0121,-0.0166,24.34,18.0,23,3.08,0.044,0.0,0.884,332954,0.023,0.028,0.004,0.014,0.04,0.003,-0.0155,-0.0917,-0.0561,False,Esports,"Other (n=7, roi=+0.99) | Other / ? (n=7, roi=+0.99) | Other / ? / ? (n=7, roi=+0.99)",
0xad0be253358a44cefbee8ab5edfb9a85790da514,mattjay,-0.0005,False,t<2.0;concurrency_p95>8;drawdown;unstable_halves;history<90d,1202,676,591,85,68.0,0.0,0.0023,-0.0548,0.05,0.467,-0.0388,0.0015,-0.0792,0.0835,-0.0847,34.49,77.0,86,3.06,0.007,0.0,0.581,54379,0.0,0.005,0.0,0.0,0.019,0.0,-0.0131,-0.0056,0.0522,False,Sports,"Other (n=22, roi=+0.58) | Other / ? (n=22, roi=+0.58) | Other / ? / ? (n=22, roi=+0.58)",
0x3214542dba691fd044d76a8344ae503af891cfcb,SHLDota,-0.0005,False,t<2.0;concurrency_p95>8;drawdown;unstable_halves;history<90d,1185,697,689,8,47.7,0.0,0.0418,-0.0025,1.31,0.605,0.0559,0.0164,0.0939,-0.0102,0.0142,23.01,17.0,22,2.93,0.092,0.0,0.632,140334,0.026,0.007,0.015,0.0,0.015,0.0,0.0354,-0.0544,-0.0561,False,Esports,"Sports (n=153, roi=+0.09) | Sports / Soccer / pre (n=89, roi=+0.10) | Sports / Soccer (n=147, roi=+0.08)","Sports / price=0.70-0.90 (n=51, roi=+0.11) | Sports / Soccer / price=0.70-0.90 (n=51, roi=+0.11)"
0x8670e47714f0abd10e2ac62f8594713d2578b34b,pixel16384,-0.0005,False,t<2.0;concurrency_p95>8,137,129,120,9,309.7,0.1,0.0407,-0.003,0.46,0.567,0.0321,0.0407,0.0344,0.047,-0.0321,6.17,12.0,14,15.32,0.0,0.0,0.008,82618,0.0,0.008,0.0,0.0,0.164,0.0,0.0299,0.5167,-0.1782,False,Esports,"Esports (n=60, roi=+0.11) | Esports / Esports (n=60, roi=+0.11) | Esports / Esports / type=moneyline (n=60, roi=+0.11)",
0x9ada72fe853a5b46a32e02deb00484e91e505c6c,shiuu,-0.0005,False,t<2.0;concurrency_p95>8;drawdown;unstable_halves,1175,832,822,10,171.0,0.0,0.0073,-0.0097,0.32,0.738,0.0066,-0.0023,0.0333,-0.0188,-0.0691,16.4,15.0,19,10.72,0.041,0.0,0.26,735279,0.19,0.002,0.195,0.0,0.062,0.0,0.0124,0.02,-0.0158,False,Esports,"Sports / price=0.70-0.90 (n=181, roi=+0.07) | Sports / Soccer (n=285, roi=+0.05) | Sports / Soccer / FIFA World Cup (n=248, roi=+0.06)","Sports / price=0.70-0.90 (n=181, roi=+0.07)"
0xc820df5b69b54d4419003a435e858886973349de,0xC820DF5b69B54D4419003a435E858886973349de-1782417826260,-0.0006,False,t<2.0;concurrency_p95>8;drawdown;unstable_halves;history<90d,1445,630,629,1,89.3,0.3,0.0054,-0.0186,0.19,0.652,0.0324,0.0096,0.081,-0.0699,-0.2484,25.16,13.0,18,2.3,0.033,0.0,0.814,53509,0.059,0.029,0.073,0.004,0.016,0.0,0.0138,-0.0315,-0.0184,False,Sports,"Sports / Soccer / FIFA World Cup (n=115, roi=+0.12) | Sports / Soccer / UEFA Europa League 2025 (n=26, roi=+0.11) | Sports / Soccer / type=moneyline (n=33, roi=+0.06)",
0xaff9effcbebb93f065f8df88e6072e8345e98e3c,overwhelming,-0.0006,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;hold<1h;sniping;entries>=0.90;short_crypto;drawdown;unstable_halves,10500,5608,5604,4,169.9,0.3,-0.0005,0.0252,-0.15,0.934,-0.0033,-0.0079,0.0008,-0.0019,0.0486,31.56,14.0,26,0.02,0.015,0.717,0.79,10276,0.868,0.003,0.289,0.0,0.024,0.83,-0.0008,0.0355,0.0229,True,Crypto,"Sports / Other sport / Hong Kong Daily Lowest Temperature (n=119, roi=+0.09) | Crypto / price=0.50-0.70 (n=21, roi=+0.18) | Crypto / Up/Down short / price=0.50-0.70 (n=21, roi=+0.18)","Sports / Other sport / Hong Kong Daily Lowest Temperature (n=119, roi=+0.09)"
0x2a99dac44bf1d44dd74f16b145df840ae66a51bb,darthstink,-0.0006,False,t<2.0;drawdown;unstable_halves,1707,1186,1184,2,167.1,0.0,0.0014,-0.0772,0.05,0.53,0.0158,0.0019,0.0616,-0.0588,0.0362,47.43,7.0,9,3.29,0.024,0.0,0.948,725992,0.002,0.002,0.001,0.005,0.012,0.0,-0.0024,-0.0353,-0.0626,False,Esports,"Sports / Soccer / League of Legends (n=18, roi=+0.17) | Esports / price=0.00-0.10 (n=2, roi=+0.48) | Esports / Esports / price=0.00-0.10 (n=2, roi=+0.48)",
0x32e31315e2bf7d6b3500ed0c3bc8aaf1971b3a5c,cao2,-0.0006,False,t<2.0;drawdown;unstable_halves,649,410,410,0,154.8,0.3,0.002,-0.1224,0.03,0.537,0.008,-0.0232,0.0451,-0.0411,0.1395,29.2,4.0,14,2.94,0.046,0.0,0.907,479419,0.015,0.037,0.006,0.0,0.033,0.005,0.0033,-0.0849,0.0602,False,Sports,"Sports / price=0.10-0.30 (n=36, roi=+0.43) | Sports / Soccer / FIFA World Cup (n=43, roi=+0.31) | Sports / Soccer / pre (n=32, roi=+0.34)",
