wallet,level,segment,n,roi_mean,roi_shrunk,t,winrate,roi_half1,roi_half2,approved
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2t,Crypto / Up/Down short / type=updown,89,0.0787,0.0717,0.89,0.64,0.1367,0.022,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2t,Sports / Soccer / type=moneyline,232,0.0223,0.0237,0.45,0.612,-0.069,0.1135,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2t,Sports / Other sport / type=moneyline,39,-0.0692,-0.032,-0.57,0.59,0.0763,-0.2074,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2t,Sports / Baseball / type=moneyline,40,-0.1021,-0.0545,-1.21,0.7,-0.0169,-0.1873,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L1b,Sports / price=0.90-1.00,53,0.0448,0.0436,2.61,0.925,0.0386,0.0507,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L1b,Sports / price=0.50-0.70,310,0.0722,0.0703,1.72,0.619,0.043,0.1015,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L1b,Crypto / price=0.50-0.70,47,0.1619,0.1257,1.35,0.638,0.2029,0.1227,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L1b,Sports / price=0.70-0.90,221,0.0364,0.0368,1.17,0.778,0.0143,0.0584,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L1b,Sports / price=0.30-0.50,162,0.0174,0.0199,0.2,0.395,-0.0282,0.063,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L1b,Sports / price=0.10-0.30,75,-0.0083,0.0021,-0.04,0.253,0.2249,-0.2353,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L1b,Crypto / price=0.70-0.90,23,-0.1095,-0.0396,-0.86,0.696,-0.0725,-0.1435,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L1b,Sports / price=0.00-0.10,28,-0.1378,-0.0634,-0.28,0.143,0.5584,-0.8341,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Sports / Cricket / price=0.50-0.70,145,0.1505,0.1372,2.54,0.676,0.1181,0.1825,True
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Sports / Basketball / price=0.30-0.50,41,0.3596,0.255,1.9,0.585,0.2046,0.5072,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Crypto / Up/Down short / price=0.50-0.70,47,0.1619,0.1257,1.35,0.638,0.2029,0.1227,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Sports / Soccer / price=0.50-0.70,92,0.0904,0.0815,1.21,0.62,0.0048,0.176,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Sports / Soccer / price=0.70-0.90,64,0.0846,0.0741,1.6,0.812,0.0484,0.1208,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Sports / Cricket / price=0.90-1.00,21,0.0719,0.0567,9.56,1.0,0.0654,0.0777,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Sports / Baseball / price=0.70-0.90,22,0.0566,0.049,0.6,0.818,0.2357,-0.1225,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Sports / Basketball / price=0.10-0.30,43,0.0036,0.0154,0.01,0.233,0.1042,-0.0925,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Sports / Cricket / price=0.70-0.90,102,-0.0022,0.0048,-0.04,0.745,-0.0885,0.0842,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Sports / Basketball / price=0.50-0.70,38,-0.0288,-0.0048,-0.21,0.526,-0.0024,-0.0551,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Sports / Cricket / price=0.30-0.50,68,-0.0386,-0.0206,-0.29,0.353,0.0117,-0.0889,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Crypto / Up/Down short / price=0.70-0.90,23,-0.1095,-0.0396,-0.86,0.696,-0.0725,-0.1435,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2b,Sports / Soccer / price=0.30-0.50,44,-0.1607,-0.0977,-1.11,0.318,-0.2105,-0.1109,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2l,Sports / Basketball / live,147,0.1047,0.097,0.78,0.449,0.143,0.0669,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2l,Sports / Cricket / live,311,0.0548,0.054,1.12,0.621,0.0497,0.0599,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2l,Sports / Soccer / live,205,0.0579,0.0564,1.09,0.629,-0.0004,0.1157,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2l,Sports / Cricket / pre,59,-0.0209,-0.0053,-0.21,0.576,-0.2111,0.163,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2l,Sports / Other sport / live,37,-0.0636,-0.027,-0.5,0.595,0.1052,-0.2236,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2l,Sports / Baseball / live,40,-0.1021,-0.0545,-1.21,0.7,-0.0169,-0.1873,False
0x43fe17cf68eb58be1d40514be0e52674b71d26ee,L2l,Sports / Soccer / pre,28,-0.2142,-0.108,-1.81,0.5,-0.5252,0.0969,False
0xb5db6abf19904c4f18daa9bcd753edb99b1f5800,L1b,Sports / price=0.70-0.90,304,0.0475,0.0471,2.18,0.809,0.0457,0.0492,True
0xb5db6abf19904c4f18daa9bcd753edb99b1f5800,L2b,Sports / Basketball / price=0.70-0.90,34,0.1695,0.1224,4.07,0.941,0.2239,0.1152,True
0x88eec58b3e9b13487605da83970467f87b983e8b,L1,Sports,465,0.819,0.8189,3.21,0.473,0.961,0.6776,True
0x88eec58b3e9b13487605da83970467f87b983e8b,L2,Sports / Other sport,465,0.819,0.8189,3.21,0.473,0.961,0.6776,True
0x88eec58b3e9b13487605da83970467f87b983e8b,L3,Sports / Other sport / Chengdu Daily Weather,203,1.2539,1.2147,2.33,0.502,1.2129,1.2945,True
0x88eec58b3e9b13487605da83970467f87b983e8b,L3,Sports / Other sport / Beijing Daily Weather,133,0.5237,0.562,2.94,0.474,0.7342,0.3164,True
0x88eec58b3e9b13487605da83970467f87b983e8b,L2t,Sports / Other sport / type=binary,465,0.819,0.8189,3.21,0.473,0.961,0.6776,True
0x88eec58b3e9b13487605da83970467f87b983e8b,L1b,Sports / price=0.00-0.10,138,1.7152,1.6015,2.05,0.341,1.8049,1.6256,True
0x88eec58b3e9b13487605da83970467f87b983e8b,L1b,Sports / price=0.10-0.30,243,0.5112,0.5345,4.91,0.498,0.7482,0.2762,True
0x88eec58b3e9b13487605da83970467f87b983e8b,L1b,Sports / price=0.30-0.50,52,0.4165,0.5276,3.34,0.635,0.5529,0.28,True
0x88eec58b3e9b13487605da83970467f87b983e8b,L2b,Sports / Other sport / price=0.00-0.10,138,1.7152,1.6015,2.05,0.341,1.8049,1.6256,True
0x88eec58b3e9b13487605da83970467f87b983e8b,L2b,Sports / Other sport / price=0.10-0.30,243,0.5112,0.5345,4.91,0.498,0.7482,0.2762,True
0x88eec58b3e9b13487605da83970467f87b983e8b,L2b,Sports / Other sport / price=0.30-0.50,52,0.4165,0.5276,3.34,0.635,0.5529,0.28,True
0x88eec58b3e9b13487605da83970467f87b983e8b,L2l,Sports / Other sport / live,443,0.863,0.861,3.22,0.476,1.0029,0.7237,True
0xe558bb7b02ea489d772bd34f14cc845e391fdcd2,L2b,Sports / Baseball / price=0.50-0.70,33,0.2857,0.2459,2.02,0.727,0.4208,0.1586,True
0x2b407c1091b0e0de5fa5e6d96a2edda2cee3ced4,L3,Sports / Other sport / Tokyo Daily Weather,371,0.2559,0.2486,3.1,0.574,0.3306,0.1815,True
0x2b407c1091b0e0de5fa5e6d96a2edda2cee3ced4,L3,Sports / Other sport / Wellington Daily Weather,316,0.2205,0.2142,2.25,0.509,0.4275,0.0136,True
0x2b407c1091b0e0de5fa5e6d96a2edda2cee3ced4,L1b,Sports / price=0.30-0.50,487,0.1575,0.1557,3.54,0.456,0.1492,0.1657,True
0x2b407c1091b0e0de5fa5e6d96a2edda2cee3ced4,L1b,Sports / price=0.70-0.90,423,0.0585,0.061,4.29,0.702,0.0743,0.0428,True
0x2b407c1091b0e0de5fa5e6d96a2edda2cee3ced4,L1b,Sports / price=0.50-0.70,428,0.0574,0.0599,2.15,0.568,0.086,0.0289,True
0x2b407c1091b0e0de5fa5e6d96a2edda2cee3ced4,L2b,Sports / Other sport / price=0.30-0.50,487,0.1575,0.1557,3.54,0.456,0.1492,0.1657,True
0x2b407c1091b0e0de5fa5e6d96a2edda2cee3ced4,L2b,Sports / Other sport / price=0.50-0.70,427,0.0599,0.0623,2.25,0.569,0.0842,0.0357,True
0x2b407c1091b0e0de5fa5e6d96a2edda2cee3ced4,L2b,Sports / Other sport / price=0.70-0.90,423,0.0585,0.061,4.29,0.702,0.0743,0.0428,True
0x62e847e22cdf50e9d15b2ab8de4edfcda437a242,L3,Sports / Soccer / Primera A,42,0.1949,0.1335,2.01,0.857,0.2353,0.1545,True
0x0458f6e7d359ced1ed004ab0ef9dafc2d1f792e9,L2l,Sports / Other sport / pre,35,0.2766,0.1639,2.02,0.686,0.1939,0.3547,True
0x4132070d75f124a5f2a4d13ec0a4497dee6ba5a5,L2l,Sports / Tennis / live,91,0.3059,0.2391,2.15,0.637,0.2193,0.3907,True
0x2ada299aaaf27c806424ec6dcb0c169d1a9c2f28,L2t,Sports / Baseball / type=spreads,102,0.0102,0.0358,14.33,1.0,0.0126,0.0078,True
0x5e40ba72c60c6fe4f970161818200bb5263cf89c,L1,Sports,1053,0.1503,0.1501,3.85,0.549,0.2416,0.0592,True
0x5e40ba72c60c6fe4f970161818200bb5263cf89c,L2,Sports / Other sport,1053,0.1503,0.1501,3.85,0.549,0.2416,0.0592,True
0x5e40ba72c60c6fe4f970161818200bb5263cf89c,L2t,Sports / Other sport / type=binary,1053,0.1503,0.1501,3.85,0.549,0.2416,0.0592,True
0x5e40ba72c60c6fe4f970161818200bb5263cf89c,L1b,Sports / price=0.10-0.30,212,0.5549,0.519,3.92,0.354,0.7918,0.3179,True
0x5e40ba72c60c6fe4f970161818200bb5263cf89c,L1b,Sports / price=0.50-0.70,156,0.1366,0.1369,2.82,0.596,0.1872,0.0861,True
0x5e40ba72c60c6fe4f970161818200bb5263cf89c,L1b,Sports / price=0.70-0.90,210,0.0476,0.0555,2.01,0.729,0.0349,0.0603,True
0x5e40ba72c60c6fe4f970161818200bb5263cf89c,L2b,Sports / Other sport / price=0.10-0.30,212,0.5549,0.519,3.92,0.354,0.7918,0.3179,True
0x5e40ba72c60c6fe4f970161818200bb5263cf89c,L2b,Sports / Other sport / price=0.50-0.70,156,0.1366,0.1369,2.82,0.596,0.1872,0.0861,True
0x5e40ba72c60c6fe4f970161818200bb5263cf89c,L2b,Sports / Other sport / price=0.70-0.90,210,0.0476,0.0555,2.01,0.729,0.0349,0.0603,True
0x5e40ba72c60c6fe4f970161818200bb5263cf89c,L2l,Sports / Other sport / live,1022,0.1591,0.1587,3.96,0.55,0.2533,0.0649,True
0x0df758f3a438f88d9b98da42ab76cd585a101ec1,L1,Sports,5089,0.1593,0.1593,4.3,0.547,0.1589,0.1596,True
0x0df758f3a438f88d9b98da42ab76cd585a101ec1,L2,Sports / Soccer,1325,0.2073,0.2065,3.83,0.592,0.1666,0.2478,True
0x0df758f3a438f88d9b98da42ab76cd585a101ec1,L2t,Sports / Soccer / type=moneyline,1325,0.2073,0.2065,3.83,0.592,0.1666,0.2478,True
0x0df758f3a438f88d9b98da42ab76cd585a101ec1,L1b,Sports / price=0.00-0.10,178,2.2293,2.0202,2.43,0.129,1.9738,2.4847,True
0x0df758f3a438f88d9b98da42ab76cd585a101ec1,L1b,Sports / price=0.10-0.30,898,0.217,0.2157,2.79,0.239,0.2817,0.1523,True
0x0df758f3a438f88d9b98da42ab76cd585a101ec1,L1b,Sports / price=0.30-0.50,1265,0.0815,0.0827,2.28,0.43,0.0351,0.1279,True
0x0df758f3a438f88d9b98da42ab76cd585a101ec1,L1b,Sports / price=0.50-0.70,1429,0.0659,0.0672,3.02,0.632,0.1079,0.0239,True
0x0df758f3a438f88d9b98da42ab76cd585a101ec1,L2b,Sports / Soccer / price=0.10-0.30,250,0.5394,0.5113,3.27,0.292,0.5386,0.5403,True
0x0df758f3a438f88d9b98da42ab76cd585a101ec1,L2b,Sports / Tennis / price=0.50-0.70,726,0.0823,0.0844,2.72,0.643,0.1288,0.0359,True
0x0df758f3a438f88d9b98da42ab76cd585a101ec1,L2l,Sports / Soccer / live,1325,0.2073,0.2065,3.83,0.592,0.1666,0.2478,True
0x66c0589117421bdefb48a756a5b8784f28945fc2,L3,Esports / Esports / League of Legends,188,0.1836,0.1643,2.33,0.58,0.2395,0.1278,True
0x9cf752d43e9d5ad5fe2099a22db62fcd5586a506,L1,Sports,464,1.5748,1.6099,3.8,0.582,1.2069,1.9426,True
0x9cf752d43e9d5ad5fe2099a22db62fcd5586a506,L2,Sports / Basketball,69,1.6434,1.819,2.36,0.667,2.7691,0.5498,True
0x9cf752d43e9d5ad5fe2099a22db62fcd5586a506,L3,Sports / Basketball / NBA 2026,40,2.4263,2.4259,2.07,0.675,4.4113,0.4414,True
0x9cf752d43e9d5ad5fe2099a22db62fcd5586a506,L3,Esports / Esports / Honor of Kings,40,0.73,1.2951,2.07,0.625,0.6146,0.8454,True
0x9cf752d43e9d5ad5fe2099a22db62fcd5586a506,L1b,Sports / price=0.00-0.10,67,8.7638,7.3067,3.26,0.328,6.1926,11.2595,True
0x9cf752d43e9d5ad5fe2099a22db62fcd5586a506,L1b,Sports / price=0.10-0.30,78,1.1764,1.4313,3.84,0.423,1.4911,0.8618,True
0x9cf752d43e9d5ad5fe2099a22db62fcd5586a506,L1b,Sports / price=0.30-0.50,115,0.2322,0.557,2.19,0.548,0.3135,0.1522,True
0x9cf752d43e9d5ad5fe2099a22db62fcd5586a506,L1b,Esports / price=0.50-0.70,103,0.2241,0.582,2.88,0.66,0.2039,0.2438,True
0x9cf752d43e9d5ad5fe2099a22db62fcd5586a506,L1b,Sports / price=0.50-0.70,120,0.1592,0.4829,2.22,0.667,0.0794,0.239,True
0x9cf752d43e9d5ad5fe2099a22db62fcd5586a506,L2b,Esports / Esports / price=0.50-0.70,103,0.2241,0.582,2.88,0.66,0.2039,0.2438,True
0x9cf752d43e9d5ad5fe2099a22db62fcd5586a506,L2l,Sports / Basketball / live,53,0.5999,1.1,2.75,0.698,0.4946,0.7014,True
0xfe8a28be83ba295a9384f72f240d2cfa96bc23ce,L1,Esports,2748,0.0833,0.0833,4.02,0.516,0.0759,0.0907,True
0xfe8a28be83ba295a9384f72f240d2cfa96bc23ce,L2,Esports / Esports,2748,0.0833,0.0833,4.02,0.516,0.0759,0.0907,True
0xfe8a28be83ba295a9384f72f240d2cfa96bc23ce,L3,Esports / Esports / Counter Strike,2225,0.101,0.1009,4.44,0.526,0.0988,0.1033,True
0xfe8a28be83ba295a9384f72f240d2cfa96bc23ce,L2t,Esports / Esports / type=child_moneyline,1339,0.1154,0.1149,3.61,0.522,0.1416,0.0891,True
0xfe8a28be83ba295a9384f72f240d2cfa96bc23ce,L1b,Esports / price=0.50-0.70,934,0.1111,0.1105,5.5,0.607,0.1104,0.1118,True
0xfe8a28be83ba295a9384f72f240d2cfa96bc23ce,L1b,Esports / price=0.70-0.90,389,0.047,0.0487,2.39,0.707,0.0119,0.0819,True
0xfe8a28be83ba295a9384f72f240d2cfa96bc23ce,L1b,Sports / price=0.70-0.90,40,0.1334,0.1164,2.95,0.775,0.1039,0.1629,True
0xfe8a28be83ba295a9384f72f240d2cfa96bc23ce,L2b,Esports / Esports / price=0.50-0.70,934,0.1111,0.1105,5.5,0.607,0.1104,0.1118,True
0xfe8a28be83ba295a9384f72f240d2cfa96bc23ce,L2b,Esports / Esports / price=0.70-0.90,389,0.047,0.0487,2.39,0.707,0.0119,0.0819,True
0xfe8a28be83ba295a9384f72f240d2cfa96bc23ce,L2b,Sports / Soccer / price=0.70-0.90,40,0.1334,0.1164,2.95,0.775,0.1039,0.1629,True
0xfe8a28be83ba295a9384f72f240d2cfa96bc23ce,L2l,Esports / Esports / live,2686,0.081,0.081,3.85,0.515,0.078,0.0839,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L1,Sports,2253,0.1304,0.1304,2.82,0.777,0.2249,0.036,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2,Sports / Other sport,365,0.2234,0.2185,4.84,0.844,0.2668,0.1802,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2,Sports / Soccer,542,0.1453,0.1448,4.14,0.784,0.1495,0.1412,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L3,Sports / Other sport / Japan J2 League,82,0.2291,0.2097,2.86,0.927,0.1857,0.2726,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L3,Sports / Baseball / NPB,171,0.1339,0.1335,3.27,0.825,0.0743,0.1927,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L3,Sports / Other sport / Japan J League,46,0.2737,0.2302,2.4,0.891,0.329,0.2184,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2t,Sports / Other sport / type=moneyline,236,0.2453,0.2363,3.62,0.771,0.2714,0.2192,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2t,Sports / Soccer / type=moneyline,380,0.164,0.1623,3.36,0.716,0.1565,0.1715,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2t,Sports / Baseball / type=moneyline,379,0.0844,0.0867,2.95,0.776,0.0815,0.0873,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2t,Sports / Other sport / type=totals,93,0.1688,0.162,3.18,0.968,0.244,0.0952,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2t,Sports / Other sport / type=both_teams_to_score,36,0.2204,0.1882,3.97,1.0,0.3583,0.0825,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2t,Sports / Soccer / type=totals,109,0.0931,0.0989,2.63,0.936,0.0466,0.1387,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2t,Sports / Soccer / type=both_teams_to_score,52,0.1196,0.1225,3.07,0.962,0.1617,0.0775,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L1b,Sports / price=0.10-0.30,59,0.9625,0.7518,3.08,0.441,1.3237,0.6134,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L1b,Sports / price=0.50-0.70,524,0.1273,0.1274,3.99,0.651,0.2239,0.0308,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L1b,Sports / price=0.70-0.90,911,0.0438,0.0456,3.1,0.811,0.0476,0.04,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2b,Sports / Other sport / price=0.30-0.50,39,0.5117,0.3824,2.5,0.59,0.6595,0.3713,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2b,Sports / Soccer / price=0.50-0.70,132,0.1937,0.1853,3.18,0.682,0.1887,0.1987,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2b,Sports / Other sport / price=0.50-0.70,74,0.2726,0.2423,3.44,0.73,0.3782,0.167,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2b,Sports / Soccer / price=0.70-0.90,197,0.0791,0.0838,2.76,0.858,0.0432,0.1147,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2b,Sports / Other sport / price=0.70-0.90,66,0.1292,0.1294,2.76,0.894,0.1751,0.0832,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2l,Sports / Other sport / live,364,0.2237,0.2188,4.84,0.843,0.2668,0.1805,True
0x26d33662187b4cca1b8ddbe5fee9e256c7338a20,L2l,Sports / Soccer / live,528,0.1462,0.1456,4.07,0.782,0.1397,0.1527,True
0x033eeb3efed4a42059faace467c5c3f6eb2e1bb9,L2,Sports / American Football,32,0.0007,0.0322,2.56,0.969,0.0004,0.001,True
0x033eeb3efed4a42059faace467c5c3f6eb2e1bb9,L3,Sports / Cricket / Cricket South Africa,53,0.0166,0.0347,9.96,1.0,0.0128,0.0203,True
0x033eeb3efed4a42059faace467c5c3f6eb2e1bb9,L2t,Esports / Esports / type=kill_handicap_match,65,0.0707,0.0735,2.73,1.0,0.0786,0.063,True
0x033eeb3efed4a42059faace467c5c3f6eb2e1bb9,L2t,Esports / Esports / type=round_handicap_match,72,0.0256,0.038,2.6,1.0,0.03,0.0213,True
0x033eeb3efed4a42059faace467c5c3f6eb2e1bb9,L2t,Sports / Basketball / type=first_half_totals,33,0.0024,0.0327,4.14,1.0,0.0027,0.0021,True
0x033eeb3efed4a42059faace467c5c3f6eb2e1bb9,L2l,Sports / American Football / live,32,0.0007,0.0322,2.56,0.969,0.0004,0.001,True
0x285109735e915f14038a2f41322814e0d6b46b8c,L1b,Sports / price=0.10-0.30,339,0.3779,0.3681,3.74,0.416,0.5071,0.2495,True
0x285109735e915f14038a2f41322814e0d6b46b8c,L1b,Sports / price=0.30-0.50,270,0.1316,0.1364,2.44,0.5,0.1401,0.123,True
0x285109735e915f14038a2f41322814e0d6b46b8c,L1b,Sports / price=0.70-0.90,314,0.0505,0.0595,2.61,0.745,0.025,0.0759,True
0x285109735e915f14038a2f41322814e0d6b46b8c,L2b,Sports / Other sport / price=0.10-0.30,307,0.4607,0.4448,4.19,0.42,0.5179,0.4038,True
0x285109735e915f14038a2f41322814e0d6b46b8c,L2b,Sports / Other sport / price=0.30-0.50,238,0.1393,0.1441,2.37,0.479,0.1386,0.14,True
0x285109735e915f14038a2f41322814e0d6b46b8c,L2b,Sports / Tennis / price=0.70-0.90,33,0.1618,0.1769,5.84,0.788,0.205,0.1211,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L1,Sports,2828,0.9647,0.9646,2.5,0.524,0.7416,1.1877,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L2,Sports / Other sport,2826,0.9653,0.9651,2.5,0.524,0.7421,1.1884,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L3,Sports / Other sport / Shanghai Daily Weather,353,0.6891,0.7029,2.68,0.467,0.9015,0.478,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L3,Sports / Other sport / Wuhan Daily Weather,318,0.678,0.6939,3.17,0.525,0.2618,1.0943,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L3,Sports / Other sport / Zhengzhou Daily Weather,60,0.0492,0.2735,2.87,0.983,0.0701,0.0282,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L2t,Sports / Other sport / type=binary,2826,0.9653,0.9651,2.5,0.524,0.7421,1.1884,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L1b,Sports / price=0.00-0.10,818,2.9877,2.939,2.24,0.229,2.0848,3.8906,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L1b,Sports / price=0.10-0.30,575,0.317,0.3381,4.21,0.323,0.3067,0.3272,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L1b,Sports / price=0.30-0.50,311,0.2062,0.2509,3.59,0.466,0.2377,0.1749,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L1b,Sports / price=0.50-0.70,170,0.1058,0.1943,2.47,0.588,0.1385,0.0732,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L1b,Sports / price=0.70-0.90,246,0.0683,0.1343,3.69,0.809,0.0639,0.0726,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L2b,Sports / Other sport / price=0.00-0.10,817,2.992,2.9431,2.24,0.229,2.0922,3.8895,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L2b,Sports / Other sport / price=0.10-0.30,575,0.317,0.3381,4.21,0.323,0.3067,0.3272,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L2b,Sports / Other sport / price=0.30-0.50,311,0.2062,0.2509,3.59,0.466,0.2377,0.1749,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L2b,Sports / Other sport / price=0.50-0.70,169,0.1018,0.1912,2.38,0.586,0.1337,0.0703,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L2b,Sports / Other sport / price=0.70-0.90,246,0.0683,0.1343,3.69,0.809,0.0639,0.0726,True
0x1941ca5d7f587827da004b1b1551b0bd6429deea,L2l,Sports / Other sport / live,2140,0.7523,0.7541,3.66,0.566,0.9803,0.5243,True
0x9f7a01549f4c2b6c91b0780c5ea147f10fd407a0,L2b,Sports / Other sport / price=0.70-0.90,164,0.0716,0.0705,2.99,0.78,0.0742,0.0691,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L2,Sports / Other sport,686,0.0819,0.0808,2.15,0.73,0.0934,0.0704,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L2,Politics / Tweet Markets,75,0.001,0.0103,7.98,0.947,0.001,0.0009,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L3,Sports / Other sport / Wuhan Daily Weather,68,0.3185,0.2564,2.17,0.897,0.2561,0.381,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L3,Politics / Tweet Markets / Elon Tweets,51,0.0009,0.0134,5.14,0.922,0.001,0.0008,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L2t,Sports / Other sport / type=binary,686,0.0819,0.0808,2.15,0.73,0.0934,0.0704,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L2t,Politics / Tweet Markets / type=negrisk,75,0.001,0.0103,7.98,0.947,0.001,0.0009,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L1b,Sports / price=0.50-0.70,58,0.3229,0.2517,5.54,0.828,0.3588,0.2871,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L1b,Sports / price=0.30-0.50,62,0.2943,0.2336,2.16,0.532,0.3878,0.2009,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L1b,Sports / price=0.70-0.90,215,0.0773,0.0746,3.65,0.842,0.118,0.037,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L2b,Sports / Other sport / price=0.30-0.50,59,0.3198,0.2503,2.31,0.542,0.4387,0.2048,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L2b,Sports / Other sport / price=0.50-0.70,56,0.3137,0.243,5.23,0.821,0.3253,0.3021,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L2b,Sports / Other sport / price=0.70-0.90,214,0.0762,0.0736,3.59,0.841,0.1166,0.0359,True
0xd11c96ea0a79877eef73e18c4bbfb2b74485ff7d,L2l,Sports / Other sport / live,626,0.0909,0.0895,2.25,0.743,0.1243,0.0575,True
0xb75b589998c15d1e7999d188cff84d08d844e377,L1b,Esports / price=0.30-0.50,42,0.5237,0.327,2.73,0.619,0.2605,0.7868,True
0xb75b589998c15d1e7999d188cff84d08d844e377,L2b,Esports / Esports / price=0.30-0.50,42,0.5237,0.327,2.73,0.619,0.2605,0.7868,True
0xf0ac5725f74f44cd80f5e65c7f9fc5b3e5d24ec7,L2t,Sports / Basketball / type=totals,350,0.3315,0.3152,2.55,0.306,0.2297,0.4332,True
0xf0ac5725f74f44cd80f5e65c7f9fc5b3e5d24ec7,L1b,Esports / price=0.50-0.70,578,0.1201,0.1171,3.43,0.645,0.0742,0.1661,True
0xf0ac5725f74f44cd80f5e65c7f9fc5b3e5d24ec7,L1b,Esports / price=0.30-0.50,1338,0.0695,0.0689,2.0,0.424,0.0565,0.0825,True
