wallet,level,segment,n,roi_mean,roi_shrunk,t,winrate,roi_half1,roi_half2,approved
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L1,Sports,1601,0.813,0.813,4.56,0.577,1.0143,0.6119,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L2,Sports / Basketball,967,1.2123,1.2042,4.17,0.56,1.3331,1.0916,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L2,Sports / Soccer,183,0.2284,0.286,2.37,0.667,0.2748,0.1825,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L3,Sports / Basketball / NBA 2026,532,1.7008,1.6687,3.61,0.583,2.0151,1.3866,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L3,Sports / Basketball / NCAA CBB,397,0.6523,0.66,2.05,0.524,0.1365,1.1655,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L3,Sports / Baseball / MLB,83,0.9402,0.9156,2.06,0.663,0.4056,1.4621,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L2t,Sports / Basketball / type=rebounds,53,4.8164,3.7197,3.07,0.604,1.4491,8.0589,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L2t,Sports / Basketball / type=spreads,106,1.3459,1.2614,2.4,0.585,1.9087,0.7831,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L1b,Sports / price=0.00-0.10,84,12.5036,10.2556,4.03,0.321,12.8124,12.1949,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L1b,Sports / price=0.10-0.30,111,0.7642,0.7718,2.97,0.333,0.7569,0.7714,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L1b,Sports / price=0.30-0.50,592,0.1801,0.2008,3.74,0.512,0.1099,0.2504,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L1b,Sports / price=0.50-0.70,558,0.107,0.1314,2.9,0.622,0.1288,0.0851,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L2b,Sports / Basketball / price=0.00-0.10,69,14.8604,11.7038,4.03,0.362,16.0329,13.7213,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L2b,Sports / Basketball / price=0.10-0.30,59,0.772,0.7826,2.18,0.339,0.6532,0.8869,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L2b,Sports / Basketball / price=0.30-0.50,395,0.1744,0.2052,3.04,0.522,0.1608,0.188,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L2b,Sports / Baseball / price=0.30-0.50,35,0.6056,0.6813,2.78,0.629,0.0882,1.0942,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L2b,Sports / Basketball / price=0.50-0.70,329,0.1096,0.15,2.22,0.608,0.1521,0.0674,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L2b,Sports / Soccer / price=0.70-0.90,49,0.1252,0.3248,2.22,0.898,0.0033,0.2423,True
0xe9f5c75ee1ae1aae57bf8582e359913c795a3e7a,L2l,Sports / Basketball / live,458,2.5298,2.458,4.18,0.618,2.879,2.1806,True
0x5e39013a1d7c4b502ad2ea073d7e8a0469ca352c,L2,Culture / Rotten Tomatoes,30,0.1233,0.0796,2.91,1.0,0.1388,0.1078,True
0x5e39013a1d7c4b502ad2ea073d7e8a0469ca352c,L3,Culture / Rotten Tomatoes / ?,30,0.1233,0.0796,2.91,1.0,0.1388,0.1078,True
0x5e39013a1d7c4b502ad2ea073d7e8a0469ca352c,L2t,Culture / Rotten Tomatoes / type=binary,30,0.1233,0.0796,2.91,1.0,0.1388,0.1078,True
0xff80bb23621f03fc6300808730316c78abe09b4d,L1b,Sports / price=0.30-0.50,125,0.2792,0.2461,2.48,0.512,0.2826,0.2759,True
0x943875ece784dc0d7c5bd136d363275616bbad81,L1b,Sports / price=0.50-0.70,65,0.1397,0.1093,2.35,0.631,0.184,0.0967,True
0x943875ece784dc0d7c5bd136d363275616bbad81,L2b,Sports / Basketball / price=0.50-0.70,62,0.1532,0.1185,2.58,0.629,0.1806,0.1258,True
0x1d1d408f7378a5ce9db1e796b15fb5574aebf2df,L1b,Sports / price=0.70-0.90,281,0.0849,0.0895,3.49,0.836,0.0932,0.0766,True
0x1d1d408f7378a5ce9db1e796b15fb5574aebf2df,L2b,Sports / Baseball / price=0.50-0.70,76,0.2253,0.2104,2.69,0.671,0.3573,0.0932,True
0x1d1d408f7378a5ce9db1e796b15fb5574aebf2df,L2b,Sports / Baseball / price=0.70-0.90,96,0.1266,0.1313,3.31,0.875,0.1054,0.1478,True
0xef4f4b4d3786e53a2cdd9e06e8d62df655a04598,L3,Sports / Tennis / ATP,65,0.3999,0.3213,2.36,0.662,0.3693,0.4295,True
0x53315ac71acac051e1cb892c355eee14d9b5f727,L2l,Sports / Soccer / pre,36,0.3667,0.2325,3.5,0.833,0.2688,0.4645,True
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L1,Sports,455,0.1213,0.1217,2.24,0.495,0.0936,0.1488,True
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L2,Sports / Basketball,434,0.1327,0.1326,2.43,0.5,0.144,0.1213,True
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L3,Sports / Basketball / NBA 2026,321,0.1476,0.1466,2.2,0.474,0.115,0.18,True
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L3,Sports / Basketball / WNBA,111,0.0947,0.1003,1.07,0.577,0.0637,0.1252,False
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L2t,Sports / Basketball / type=moneyline,434,0.1327,0.1326,2.43,0.5,0.144,0.1213,True
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L1b,Sports / price=0.30-0.50,173,0.1999,0.1928,2.22,0.451,0.2124,0.1876,True
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L1b,Sports / price=0.50-0.70,178,0.0858,0.0904,1.49,0.612,-0.0117,0.1832,False
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L1b,Sports / price=0.10-0.30,74,0.0824,0.0928,0.39,0.243,0.0028,0.162,False
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L1b,Sports / price=0.70-0.90,28,0.0063,0.0584,0.06,0.679,-0.0927,0.1053,False
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L2b,Sports / Basketball / price=0.30-0.50,166,0.2343,0.2232,2.55,0.464,0.1979,0.2707,True
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L2b,Sports / Basketball / price=0.50-0.70,173,0.0775,0.0831,1.32,0.607,-0.0195,0.1734,False
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L2b,Sports / Basketball / price=0.10-0.30,67,0.1022,0.1089,0.47,0.254,-0.0801,0.2792,False
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L2b,Sports / Basketball / price=0.70-0.90,26,-0.0239,0.0436,-0.22,0.654,-0.0753,0.0275,False
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L2l,Sports / Basketball / live,254,0.1535,0.1519,2.01,0.512,0.1404,0.1667,True
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,L2l,Sports / Basketball / pre,180,0.1033,0.1061,1.37,0.483,0.0977,0.1089,False
0x09dac7226f8df37ebfaf277252ce6eabee6250bc,L2,Sports / Soccer,1449,0.0802,0.0795,2.16,0.548,0.1373,0.0232,True
0x09dac7226f8df37ebfaf277252ce6eabee6250bc,L3,Sports / Soccer / Premier League 2025,47,0.4154,0.3006,2.99,0.766,0.3116,0.5149,True
0x09dac7226f8df37ebfaf277252ce6eabee6250bc,L2b,Sports / Soccer / price=0.70-0.90,278,0.0779,0.0747,2.77,0.845,0.0975,0.0583,True
0x09dac7226f8df37ebfaf277252ce6eabee6250bc,L2l,Sports / Soccer / live,904,0.1199,0.118,2.25,0.539,0.1889,0.0509,True
0x09dac7226f8df37ebfaf277252ce6eabee6250bc,L2l,Sports / Baseball / live,160,0.168,0.1528,2.04,0.631,0.2821,0.0539,True
0x9cf08288ade4991588f5c2ec1705137c4021ce7c,L3,Sports / Soccer / FIFA World Cup,165,0.1915,0.1715,2.4,0.503,0.1225,0.2598,True
0x9cf08288ade4991588f5c2ec1705137c4021ce7c,L2t,Sports / Soccer / type=total_corners,71,0.3558,0.279,2.76,0.592,0.1491,0.5568,True
0xc3f056a4986211fc6d2cb114ec8192ff667b9e29,L3,Esports / Esports / League of Legends,42,0.2719,0.2057,2.24,0.667,0.3173,0.2265,True
0xc3f056a4986211fc6d2cb114ec8192ff667b9e29,L1b,Sports / price=0.50-0.70,53,0.2943,0.232,3.19,0.755,0.3179,0.2717,True
0x057621bea5fc03a53af38530c95b17a510716232,L2t,Sports / Other sport / type=moneyline,43,0.4709,0.3264,2.63,0.651,0.2977,0.6363,True
0x3a72cd78a3aee51c2d31c3dc2a733103f189fc7a,L1,Other,113,0.8021,0.69,4.85,0.566,0.9743,0.633,True
0x3a72cd78a3aee51c2d31c3dc2a733103f189fc7a,L2,Other / ?,110,0.8335,0.714,4.94,0.582,1.0871,0.58,True
0x3a72cd78a3aee51c2d31c3dc2a733103f189fc7a,L3,Other / ? / ?,110,0.8335,0.714,4.94,0.582,1.0871,0.58,True
0x3a72cd78a3aee51c2d31c3dc2a733103f189fc7a,L3,Sports / Soccer / Premier League 2025,73,0.2777,0.2302,2.15,0.507,0.4923,0.0689,True
0x3a72cd78a3aee51c2d31c3dc2a733103f189fc7a,L2t,Other / ? / type=binary,110,0.8335,0.714,4.94,0.582,1.0871,0.58,True
0x3a72cd78a3aee51c2d31c3dc2a733103f189fc7a,L1b,Other / price=0.10-0.30,32,1.1055,0.7021,3.44,0.438,1.4689,0.742,True
0x3a72cd78a3aee51c2d31c3dc2a733103f189fc7a,L1b,Other / price=0.30-0.50,35,0.5981,0.4013,4.84,0.6,0.6409,0.5577,True
0x3a72cd78a3aee51c2d31c3dc2a733103f189fc7a,L1b,Sports / price=0.70-0.90,140,0.0517,0.0523,2.05,0.643,0.0625,0.0409,True
0x3a72cd78a3aee51c2d31c3dc2a733103f189fc7a,L2b,Other / ? / price=0.10-0.30,31,1.1734,0.7355,3.62,0.452,1.6335,0.742,True
0x3a72cd78a3aee51c2d31c3dc2a733103f189fc7a,L2b,Other / ? / price=0.30-0.50,35,0.5981,0.4013,4.84,0.6,0.6409,0.5577,True
0x75e28b207a7a286082e939838d6473921f3c2ed0,L1,Other,36,2.014,1.2949,2.38,0.972,1.0001,3.0278,True
0x75e28b207a7a286082e939838d6473921f3c2ed0,L2,Other / ?,36,2.014,1.2949,2.38,0.972,1.0001,3.0278,True
0x75e28b207a7a286082e939838d6473921f3c2ed0,L3,Other / ? / ?,36,2.014,1.2949,2.38,0.972,1.0001,3.0278,True
0x75e28b207a7a286082e939838d6473921f3c2ed0,L2t,Other / ? / type=binary,36,2.014,1.2949,2.38,0.972,1.0001,3.0278,True
0x51bbb878dd8ea084f96b1c778e7a6a6fe132f625,L1,Other,38,2.4046,1.5949,5.06,0.816,2.5726,2.2367,True
0x51bbb878dd8ea084f96b1c778e7a6a6fe132f625,L2,Other / ?,38,2.4046,1.5949,5.06,0.816,2.5726,2.2367,True
0x51bbb878dd8ea084f96b1c778e7a6a6fe132f625,L3,Other / ? / ?,38,2.4046,1.5949,5.06,0.816,2.5726,2.2367,True
0x51bbb878dd8ea084f96b1c778e7a6a6fe132f625,L2t,Other / ? / type=binary,38,2.4046,1.5949,5.06,0.816,2.5726,2.2367,True
0x2e680377658456cc5dd05c8a4e0a146013f458f2,L1,Esports,258,0.3975,0.3902,3.38,0.562,0.7298,0.0651,True
0x2e680377658456cc5dd05c8a4e0a146013f458f2,L2,Esports / Esports,252,0.4308,0.4209,3.6,0.575,0.8058,0.0557,True
0x2e680377658456cc5dd05c8a4e0a146013f458f2,L3,Esports / Esports / League of Legends,233,0.4376,0.4264,3.42,0.567,0.8304,0.0481,True
0x2e680377658456cc5dd05c8a4e0a146013f458f2,L2t,Esports / Esports / type=child_moneyline,107,0.6872,0.6257,2.88,0.57,1.2856,0.1,True
0x2e680377658456cc5dd05c8a4e0a146013f458f2,L2t,Esports / Esports / type=moneyline,114,0.3155,0.3126,2.46,0.605,0.2879,0.343,True
0x2e680377658456cc5dd05c8a4e0a146013f458f2,L1b,Esports / price=0.10-0.30,58,0.8667,0.7205,2.76,0.414,1.2247,0.5088,True
0x2e680377658456cc5dd05c8a4e0a146013f458f2,L1b,Esports / price=0.50-0.70,68,0.1986,0.2208,2.37,0.706,0.3833,0.0139,True
0x2e680377658456cc5dd05c8a4e0a146013f458f2,L2b,Esports / Esports / price=0.10-0.30,55,0.9686,0.7893,2.98,0.436,1.3895,0.5626,True
0x2e680377658456cc5dd05c8a4e0a146013f458f2,L2b,Esports / Esports / price=0.50-0.70,68,0.1986,0.2208,2.37,0.706,0.3833,0.0139,True
0x2e680377658456cc5dd05c8a4e0a146013f458f2,L2l,Esports / Esports / pre,139,0.6559,0.6107,3.31,0.583,1.1872,0.1323,True
0x18a0e748f547787c49b36345132971a89e21dea8,L1,Sports,322,0.694,0.6855,3.17,0.332,0.3695,1.0185,True
0x18a0e748f547787c49b36345132971a89e21dea8,L2,Sports / Other sport,322,0.694,0.6855,3.17,0.332,0.3695,1.0185,True
0x18a0e748f547787c49b36345132971a89e21dea8,L3,Sports / Other sport / Elon Tweets 48H,80,1.3646,1.2012,2.43,0.338,1.2558,1.4735,True
0x18a0e748f547787c49b36345132971a89e21dea8,L3,Sports / Other sport / Elon Tweets,242,0.4723,0.4781,2.11,0.331,0.1497,0.795,True
0x18a0e748f547787c49b36345132971a89e21dea8,L2t,Sports / Other sport / type=binary,322,0.694,0.6855,3.17,0.332,0.3695,1.0185,True
0x18a0e748f547787c49b36345132971a89e21dea8,L1b,Sports / price=0.00-0.10,208,0.7324,0.7161,2.32,0.269,0.4531,1.0117,True
0x18a0e748f547787c49b36345132971a89e21dea8,L1b,Sports / price=0.10-0.30,86,0.7192,0.6867,2.43,0.337,0.3404,1.0979,True
0x18a0e748f547787c49b36345132971a89e21dea8,L2b,Sports / Other sport / price=0.00-0.10,208,0.7324,0.7161,2.32,0.269,0.4531,1.0117,True
0x18a0e748f547787c49b36345132971a89e21dea8,L2b,Sports / Other sport / price=0.10-0.30,86,0.7192,0.6867,2.43,0.337,0.3404,1.0979,True
0x18a0e748f547787c49b36345132971a89e21dea8,L2l,Sports / Other sport / live,322,0.694,0.6855,3.17,0.332,0.3695,1.0185,True
0x9696400353b2f0b6becf4fbfdde86ffd680f0861,L1,Sports,356,0.6326,0.6281,2.98,0.334,0.4502,0.815,True
0x9696400353b2f0b6becf4fbfdde86ffd680f0861,L1,Politics,523,0.4902,0.4923,2.22,0.356,0.6838,0.2973,True
0x9696400353b2f0b6becf4fbfdde86ffd680f0861,L2,Sports / Other sport,356,0.6326,0.6281,2.98,0.334,0.4502,0.815,True
0x9696400353b2f0b6becf4fbfdde86ffd680f0861,L2,Politics / Tweet Markets,523,0.4902,0.4923,2.22,0.356,0.6838,0.2973,True
0x9696400353b2f0b6becf4fbfdde86ffd680f0861,L3,Sports / Other sport / Elon Tweets 48H,116,0.9796,0.9161,2.19,0.336,0.3341,1.6252,True
0x9696400353b2f0b6becf4fbfdde86ffd680f0861,L3,Sports / Other sport / Elon Tweets,240,0.4649,0.4713,2.03,0.333,0.3594,0.5704,True
0x9696400353b2f0b6becf4fbfdde86ffd680f0861,L2t,Sports / Other sport / type=binary,356,0.6326,0.6281,2.98,0.334,0.4502,0.815,True
0x9696400353b2f0b6becf4fbfdde86ffd680f0861,L2t,Politics / Tweet Markets / type=negrisk,523,0.4902,0.4923,2.22,0.356,0.6838,0.2973,True
0x9696400353b2f0b6becf4fbfdde86ffd680f0861,L1b,Sports / price=0.00-0.10,246,0.8058,0.7864,2.7,0.276,0.4683,1.1433,True
0x9696400353b2f0b6becf4fbfdde86ffd680f0861,L2b,Sports / Other sport / price=0.00-0.10,246,0.8058,0.7864,2.7,0.276,0.4683,1.1433,True
0x9696400353b2f0b6becf4fbfdde86ffd680f0861,L2l,Sports / Other sport / live,356,0.6326,0.6281,2.98,0.334,0.4502,0.815,True
0x8a99d310f364ff69b5d15e7be2cc103c1df01362,L1,Other,55,1.5417,1.1567,2.64,0.782,2.8392,0.2906,True
0x8a99d310f364ff69b5d15e7be2cc103c1df01362,L2,Other / ?,55,1.5417,1.1567,2.64,0.782,2.8392,0.2906,True
0x8a99d310f364ff69b5d15e7be2cc103c1df01362,L3,Other / ? / ?,55,1.5417,1.1567,2.64,0.782,2.8392,0.2906,True
0x8a99d310f364ff69b5d15e7be2cc103c1df01362,L2t,Other / ? / type=binary,55,1.5417,1.1567,2.64,0.782,2.8392,0.2906,True
0xf8f70265b9d937a83729f4224d0ead0f340c9817,L1b,Sports / price=0.70-0.90,88,0.1676,0.1427,3.68,0.886,0.1287,0.2065,True
0xf8f70265b9d937a83729f4224d0ead0f340c9817,L2b,Esports / Esports / price=0.50-0.70,341,0.0927,0.0894,2.02,0.63,0.078,0.1073,True
0xf8f70265b9d937a83729f4224d0ead0f340c9817,L2b,Sports / Soccer / price=0.70-0.90,34,0.2418,0.1645,4.32,0.941,0.2155,0.2682,True
0x4d1452faf4de78b990e6ec7b9d69217c1df636fd,L1,Esports,550,0.6238,0.6206,4.94,0.518,0.766,0.4816,True
0x4d1452faf4de78b990e6ec7b9d69217c1df636fd,L2,Esports / Esports,531,0.5917,0.5895,5.24,0.527,0.7247,0.4593,True
0x4d1452faf4de78b990e6ec7b9d69217c1df636fd,L3,Esports / Esports / League of Legends,474,0.6555,0.6504,5.24,0.53,0.7608,0.5502,True
0x4d1452faf4de78b990e6ec7b9d69217c1df636fd,L2t,Esports / Esports / type=child_moneyline,281,0.8621,0.8401,4.61,0.552,1.0634,0.6623,True
0x4d1452faf4de78b990e6ec7b9d69217c1df636fd,L2t,Esports / Esports / type=moneyline,223,0.2934,0.313,2.35,0.493,0.451,0.1373,True
0x4d1452faf4de78b990e6ec7b9d69217c1df636fd,L1b,Esports / price=0.10-0.30,154,1.1133,1.0463,4.79,0.409,0.7186,1.508,True
0x4d1452faf4de78b990e6ec7b9d69217c1df636fd,L2b,Esports / Esports / price=0.10-0.30,145,1.1952,1.1146,4.96,0.428,0.8588,1.527,True
0x4d1452faf4de78b990e6ec7b9d69217c1df636fd,L2l,Esports / Esports / pre,278,1.0108,0.9786,5.23,0.565,1.2294,0.7922,True
0xf64a4fc23c30537ec6b37ae392db71c21438db74,L1,Sports,1036,0.0926,0.0929,2.51,0.448,0.0668,0.1185,True
0xf64a4fc23c30537ec6b37ae392db71c21438db74,L2,Sports / Other sport,1036,0.0926,0.0929,2.51,0.448,0.0668,0.1185,True
0xf64a4fc23c30537ec6b37ae392db71c21438db74,L3,Sports / Other sport / Wellington Daily Weather,527,0.1652,0.163,2.93,0.459,0.1606,0.1698,True
0xf64a4fc23c30537ec6b37ae392db71c21438db74,L2t,Sports / Other sport / type=binary,1036,0.0926,0.0929,2.51,0.448,0.0668,0.1185,True
0xf64a4fc23c30537ec6b37ae392db71c21438db74,L2l,Sports / Other sport / live,917,0.0891,0.0894,2.24,0.459,0.0477,0.1303,True
0xf928b243eab36df5a6c0e30fcfb0235866902da3,L3,Sports / Other sport / Wuhan Daily Weather,42,0.5524,0.3803,2.08,0.714,0.994,0.1109,True
0xf928b243eab36df5a6c0e30fcfb0235866902da3,L3,Sports / Other sport / Chongqing Daily Weather,37,0.4084,0.2717,2.48,0.676,0.7644,0.0712,True
0x9791def134b591930d95ae6da13278a3bea7a14a,L3,Sports / Other sport / Austin Daily Weather,31,0.05,0.0279,3.72,1.0,0.0877,0.0148,True
0xf8f854526e83997f2d59f369e326977d7e4cc055,L1b,Crypto / price=0.70-0.90,48,0.1293,0.0784,2.52,0.917,0.0986,0.1599,True
0xb5f8ec43b7f79518600a7c7b485690b97aed8e32,L1b,Sports / price=0.30-0.50,95,0.2375,0.2044,2.08,0.516,0.2399,0.2351,True
0xb5f8ec43b7f79518600a7c7b485690b97aed8e32,L1b,Sports / price=0.50-0.70,83,0.2527,0.2128,4.01,0.675,0.2925,0.2139,True
0xb5f8ec43b7f79518600a7c7b485690b97aed8e32,L2b,Sports / Other sport / price=0.50-0.70,81,0.2634,0.2206,4.22,0.679,0.3095,0.2185,True
0xb5f8ec43b7f79518600a7c7b485690b97aed8e32,L2b,Sports / Other sport / price=0.30-0.50,93,0.2294,0.1972,2.02,0.516,0.2429,0.2162,True
0x96e60b753df1367cb3ee81fbb02df92bc61afece,L1,Sports,1208,0.2286,0.2276,2.9,0.447,0.4304,0.0269,True
0x96e60b753df1367cb3ee81fbb02df92bc61afece,L2,Sports / Other sport,1200,0.193,0.1926,2.9,0.449,0.3551,0.0308,True
0x96e60b753df1367cb3ee81fbb02df92bc61afece,L3,Sports / Other sport / Jeddah Daily Weather,33,0.7165,0.5094,2.79,0.697,1.286,0.1804,True
0x96e60b753df1367cb3ee81fbb02df92bc61afece,L2t,Sports / Other sport / type=binary,1200,0.193,0.1926,2.9,0.449,0.3551,0.0308,True
0x96e60b753df1367cb3ee81fbb02df92bc61afece,L1b,Sports / price=0.30-0.50,302,0.2294,0.2255,3.14,0.493,0.3257,0.133,True
0x96e60b753df1367cb3ee81fbb02df92bc61afece,L2b,Sports / Other sport / price=0.30-0.50,301,0.2334,0.2293,3.19,0.495,0.3346,0.133,True
0x96e60b753df1367cb3ee81fbb02df92bc61afece,L2l,Sports / Other sport / live,1196,0.1873,0.187,2.81,0.448,0.3438,0.0308,True
0xf898dc38744d9e173bcaadef0647ceb42ad8e720,L1,Sports,3150,0.054,0.054,2.56,0.504,0.1077,0.0002,True
0xf898dc38744d9e173bcaadef0647ceb42ad8e720,L3,Sports / Baseball / NPB,302,0.1507,0.1447,2.29,0.566,0.2766,0.0248,True
0xf898dc38744d9e173bcaadef0647ceb42ad8e720,L2t,Sports / Baseball / type=moneyline,1097,0.1078,0.1068,2.98,0.539,0.1624,0.0532,True
0xa84f0e04af0c6849f285c0b6ce5fdc99c13d86ed,L1,Crypto,53,0.0735,0.052,3.96,0.925,0.0555,0.0909,True
0xc8f47d7d18d5c61b6231c7f8547a5c8b9b1a6794,L1,Sports,1081,0.121,0.121,3.28,0.58,0.1123,0.1298,True
0xc8f47d7d18d5c61b6231c7f8547a5c8b9b1a6794,L2,Sports / Tennis,959,0.1194,0.1195,3.02,0.572,0.137,0.1019,True
0xc8f47d7d18d5c61b6231c7f8547a5c8b9b1a6794,L3,Sports / Tennis / ATP,513,0.1201,0.1202,2.23,0.567,0.1359,0.1045,True
0xc8f47d7d18d5c61b6231c7f8547a5c8b9b1a6794,L2t,Sports / Tennis / type=moneyline,959,0.1194,0.1195,3.02,0.572,0.137,0.1019,True
0xc8f47d7d18d5c61b6231c7f8547a5c8b9b1a6794,L1b,Sports / price=0.30-0.50,310,0.2009,0.1961,2.82,0.49,0.2271,0.1748,True
0xc8f47d7d18d5c61b6231c7f8547a5c8b9b1a6794,L1b,Sports / price=0.70-0.90,194,0.0906,0.0935,2.82,0.861,0.1333,0.048,True
0xc8f47d7d18d5c61b6231c7f8547a5c8b9b1a6794,L2b,Sports / Tennis / price=0.30-0.50,287,0.2061,0.2006,2.78,0.491,0.2837,0.1291,True
0xc8f47d7d18d5c61b6231c7f8547a5c8b9b1a6794,L2b,Sports / Tennis / price=0.70-0.90,172,0.0749,0.0797,2.12,0.849,0.1474,0.0024,True
0xc8f47d7d18d5c61b6231c7f8547a5c8b9b1a6794,L2l,Sports / Tennis / live,947,0.1202,0.1202,3.02,0.573,0.1349,0.1055,True
0xc0c093d2511e98431bcadb78c07dd7ba723e1506,L1b,Sports / price=0.70-0.90,98,0.061,0.0486,2.0,0.673,0.0265,0.0955,True
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L1,Esports,261,0.0319,0.032,0.98,0.621,-0.0044,0.068,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L1,Sports,74,0.0545,0.0498,1.09,0.784,0.0051,0.1038,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L1,Crypto,50,0.0074,0.0145,0.13,0.82,0.0075,0.0073,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L2,Esports / Esports,260,0.0325,0.0325,0.99,0.623,-0.0026,0.0675,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L2,Sports / Soccer,72,0.0498,0.046,0.98,0.792,-0.0039,0.1036,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L2,Crypto / Up/Down short,42,0.0275,0.0291,0.45,0.833,-0.0058,0.0607,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L3,Esports / Esports / Dota 2,236,0.0351,0.0349,0.98,0.623,-0.0039,0.074,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L3,Sports / Soccer / FIFA World Cup,37,0.1045,0.0792,1.36,0.838,0.0104,0.1937,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L3,Crypto / Up/Down short / BTC Up or Down 5m,41,0.0248,0.0273,0.4,0.829,0.044,0.0066,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L3,Esports / Esports / Counter Strike,23,0.0039,0.0171,0.06,0.609,-0.0081,0.0148,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L2t,Sports / Soccer / type=moneyline,44,0.1084,0.0846,1.57,0.818,0.0667,0.15,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L2t,Esports / Esports / type=child_moneyline,154,0.0417,0.0406,0.92,0.623,-0.0286,0.112,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L2t,Esports / Esports / type=moneyline,105,0.0186,0.0208,0.4,0.619,0.0168,0.0204,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L2t,Crypto / Up/Down short / type=updown,42,0.0275,0.0291,0.45,0.833,-0.0058,0.0607,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L1b,Esports / price=0.50-0.70,99,0.1363,0.1188,2.55,0.636,0.0671,0.2041,True
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L1b,Esports / price=0.30-0.50,26,0.0556,0.0455,0.37,0.538,-0.0533,0.1645,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L1b,Sports / price=0.90-1.00,25,0.0568,0.046,5.06,0.96,0.0493,0.0638,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L1b,Crypto / price=0.70-0.90,24,0.0414,0.0373,0.54,0.792,-0.0083,0.0912,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L1b,Sports / price=0.70-0.90,36,0.0281,0.0296,0.43,0.778,-0.0079,0.0642,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L1b,Crypto / price=0.90-1.00,20,-0.0572,-0.0124,-0.79,0.9,-0.0712,-0.0433,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L1b,Esports / price=0.70-0.90,113,-0.0496,-0.0372,-1.22,0.611,-0.0568,-0.0425,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L2b,Esports / Esports / price=0.50-0.70,99,0.1363,0.1188,2.55,0.636,0.0671,0.2041,True
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L2b,Esports / Esports / price=0.30-0.50,26,0.0556,0.0455,0.37,0.538,-0.0533,0.1645,False
0xc3f119fe0be9b7c3631332b2bc0ead67311e8391,L2b,Sports / Soccer / price=0.90-1.00,25,0.0568,0.046,5.06,0.96,0.0493,0.0638,False
